timestamp,power
2017-01-01 00:00:00,110.04
2017-01-01 01:00:00,108.04
2017-01-01 02:00:00,108.5196
2017-01-01 03:00:00,106.5195
2017-01-01 04:00:00,108.04
2017-01-01 05:00:00,108.2803
2017-01-01 06:00:00,107.5205
2017-01-01 07:00:00,108.2793
2017-01-01 08:00:00,105.2803
2017-01-01 09:00:00,103.5205
2017-01-01 10:00:00,104.279
2017-01-01 11:00:00,105.281
2017-01-01 12:00:00,106.519
2017-01-01 13:00:00,110.04
2017-01-01 14:00:00,111.28
2017-01-01 15:00:00,112.521
2017-01-01 16:00:00,113.279
2017-01-01 17:00:00,116.801
2017-01-01 18:00:00,121.04
2017-01-01 19:00:00,121.039
2017-01-01 20:00:00,120.04
2017-01-01 21:00:00,114.04
2017-01-01 22:00:00,116.04
2017-01-01 23:00:00,116.521
2017-01-02 00:00:00,120.519
2017-01-02 01:00:00,121.2803
2017-01-02 02:00:00,121.7998
2017-01-02 03:00:00,123.2803
2017-01-02 04:00:00,123.2802
2017-01-02 05:00:00,124.5196
2017-01-02 06:00:00,125.04
2017-01-02 07:00:00,124.2803
2017-01-02 08:00:00,116.5195
2017-01-02 09:00:00,113.521
2017-01-02 10:00:00,115.04
2017-01-02 11:00:00,118.519
2017-01-02 12:00:00,120.28
2017-01-02 13:00:00,127.04
2017-01-02 14:00:00,130.52
2017-01-02 15:00:00,129.52
2017-01-02 16:00:00,121.8
2017-01-02 17:00:00,124.04
2017-01-02 18:00:00,127.04
2017-01-02 19:00:00,127.04
2017-01-02 20:00:00,132.04
2017-01-02 21:00:00,120.281
2017-01-02 22:00:00,115.519
2017-01-02 23:00:00,113.521
2017-01-03 00:00:00,113.04
2017-01-03 01:00:00,113.2793
2017-01-03 02:00:00,114.5205
2017-01-03 03:00:00,113.2803
2017-01-03 04:00:00,115.2793
2017-01-03 05:00:00,116.7597
2017-01-03 06:00:00,116.0401
2017-01-03 07:00:00,117.5205
2017-01-03 08:00:00,113.5195
2017-01-03 09:00:00,112.2798
2017-01-03 10:00:00,119.521
2017-01-03 11:00:00,127.279
2017-01-03 12:00:00,126.521
2017-01-03 13:00:00,128.04
2017-01-03 14:00:00,130.519
2017-01-03 15:00:00,0.0
2017-01-03 16:00:00,0.0
2017-01-03 17:00:00,0.0
2017-01-03 18:00:00,0.0
2017-01-03 19:00:00,0.0
2017-01-03 20:00:00,0.0
2017-01-03 21:00:00,0.0
2017-01-03 22:00:00,0.0
2017-01-03 23:00:00,0.0
2017-01-04 00:00:00,0.0
2017-01-04 01:00:00,
2017-01-04 02:00:00,0.0
2017-01-04 03:00:00,0.0
2017-01-04 04:00:00,0.0
2017-01-04 05:00:00,0.0
2017-01-04 06:00:00,0.0
2017-01-04 07:00:00,0.0
2017-01-04 08:00:00,0.0
2017-01-04 09:00:00,
2017-01-04 10:00:00,129.761
2017-01-04 11:00:00,148.279
2017-01-04 12:00:00,147.521
2017-01-04 13:00:00,142.519
2017-01-04 14:00:00,149.28
2017-01-04 15:00:00,151.521
2017-01-04 16:00:00,144.52
2017-01-04 17:00:00,141.52
2017-01-04 18:00:00,140.52
2017-01-04 19:00:00,124.28
2017-01-04 20:00:00,128.519
2017-01-04 21:00:00,126.521
2017-01-04 22:00:00,113.519
2017-01-04 23:00:00,111.281
2017-01-05 00:00:00,113.519
2017-01-05 01:00:00,114.5205
2017-01-05 02:00:00,113.5195
2017-01-05 03:00:00,111.5205
2017-01-05 04:00:00,111.5196
2017-01-05 05:00:00,111.5205
2017-01-05 06:00:00,111.2803
2017-01-05 07:00:00,112.5195
2017-01-05 08:00:00,110.5195
2017-01-05 09:00:00,114.5201
2017-01-05 10:00:00,115.52
2017-01-05 11:00:00,136.28
2017-01-05 12:00:00,140.521
2017-01-05 13:00:00,130.519
2017-01-05 14:00:00,133.281
2017-01-05 15:00:00,133.519
2017-01-05 16:00:00,134.28
2017-01-05 17:00:00,129.521
2017-01-05 18:00:00,134.279
2017-01-05 19:00:00,121.521
2017-01-05 20:00:00,119.279
2017-01-05 21:00:00,114.761
2017-01-05 22:00:00,116.279
2017-01-05 23:00:00,117.521
2017-01-06 00:00:00,119.519
2017-01-06 01:00:00,117.5205
2017-01-06 02:00:00,115.5195
2017-01-06 03:00:00,117.5205
2017-01-06 04:00:00,115.5196
2017-01-06 05:00:00,115.2803
2017-01-06 06:00:00,118.7597
2017-01-06 07:00:00,119.5205
2017-01-06 08:00:00,117.5196
2017-01-06 09:00:00,121.5208
2017-01-06 10:00:00,122.759
2017-01-06 11:00:00,139.52
2017-01-06 12:00:00,153.52
2017-01-06 13:00:00,152.281
2017-01-06 14:00:00,148.76
2017-01-06 15:00:00,148.519
2017-01-06 16:00:00,147.521
2017-01-06 17:00:00,143.519
2017-01-06 18:00:00,140.521
2017-01-06 19:00:00,121.519
2017-01-06 20:00:00,120.521
2017-01-06 21:00:00,120.759
2017-01-06 22:00:00,120.281
2017-01-06 23:00:00,120.759
2017-01-07 00:00:00,108.52
2017-01-07 01:00:00,105.5205
2017-01-07 02:00:00,100.5195
2017-01-07 03:00:00,97.5205
2017-01-07 04:00:00,97.7598
2017-01-07 05:00:00,96.5205
2017-01-07 06:00:00,98.5196
2017-01-07 07:00:00,95.5205
2017-01-07 08:00:00,94.5195
2017-01-07 09:00:00,91.7598
2017-01-07 10:00:00,98.5205
2017-01-07 11:00:00,109.5193
2017-01-07 12:00:00,106.521
2017-01-07 13:00:00,107.519
2017-01-07 14:00:00,106.521
2017-01-07 15:00:00,109.519
2017-01-07 16:00:00,111.76
2017-01-07 17:00:00,111.28
2017-01-07 18:00:00,101.521
2017-01-07 19:00:00,102.519
2017-01-07 20:00:00,108.521
2017-01-07 21:00:00,113.519
2017-01-07 22:00:00,99.52
2017-01-07 23:00:00,97.52
2017-01-08 00:00:00,93.52
2017-01-08 01:00:00,94.5205
2017-01-08 02:00:00,92.5195
2017-01-08 03:00:00,93.5205
2017-01-08 04:00:00,92.5196
2017-01-08 05:00:00,91.5205
2017-01-08 06:00:00,95.7598
2017-01-08 07:00:00,94.5205
2017-01-08 08:00:00,91.5195
2017-01-08 09:00:00,89.5205
2017-01-08 10:00:00,90.5195
2017-01-08 11:00:00,87.7596
2017-01-08 12:00:00,94.521
2017-01-08 13:00:00,90.279
2017-01-08 14:00:00,90.521
2017-01-08 15:00:00,96.759
2017-01-08 16:00:00,104.281
2017-01-08 17:00:00,98.28
2017-01-08 18:00:00,106.76
2017-01-08 19:00:00,106.28
2017-01-08 20:00:00,103.519
2017-01-08 21:00:00,100.521
2017-01-08 22:00:00,92.519
2017-01-08 23:00:00,92.52
2017-01-09 00:00:00,91.52
2017-01-09 01:00:00,89.5195
2017-01-09 02:00:00,90.2803
2017-01-09 03:00:00,90.7598
2017-01-09 04:00:00,89.2802
2017-01-09 05:00:00,87.5206
2017-01-09 06:00:00,89.5195
2017-01-09 07:00:00,90.2803
2017-01-09 08:00:00,91.5195
2017-01-09 09:00:00,102.7607
2017-01-09 10:00:00,104.5196
2017-01-09 11:00:00,119.28
2017-01-09 12:00:00,119.52
2017-01-09 13:00:00,117.52
2017-01-09 14:00:00,123.28
2017-01-09 15:00:00,127.52
2017-01-09 16:00:00,128.04
2017-01-09 17:00:00,125.04
2017-01-09 18:00:00,118.28
2017-01-09 19:00:00,113.52
2017-01-09 20:00:00,108.28
2017-01-09 21:00:00,106.28
2017-01-09 22:00:00,102.52
2017-01-09 23:00:00,105.04
2017-01-10 00:00:00,102.52
2017-01-10 01:00:00,100.2803
2017-01-10 02:00:00,100.5205
2017-01-10 03:00:00,97.2793
2017-01-10 04:00:00,92.5205
2017-01-10 05:00:00,93.2793
2017-01-10 06:00:00,90.2803
2017-01-10 07:00:00,97.5205
2017-01-10 08:00:00,95.2793
2017-01-10 09:00:00,94.5205
2017-01-10 10:00:00,105.04
2017-01-10 11:00:00,120.5195
2017-01-10 12:00:00,129.28
2017-01-10 13:00:00,137.04
2017-01-10 14:00:00,136.281
2017-01-10 15:00:00,138.519
2017-01-10 16:00:00,142.04
2017-01-10 17:00:00,154.04
2017-01-10 18:00:00,140.04
2017-01-10 19:00:00,126.04
2017-01-10 20:00:00,124.04
2017-01-10 21:00:00,121.8
2017-01-10 22:00:00,121.04
2017-01-10 23:00:00,116.76
2017-01-11 00:00:00,114.52
2017-01-11 01:00:00,115.04
2017-01-11 02:00:00,116.7998
2017-01-11 03:00:00,113.5206
2017-01-11 04:00:00,111.5195
2017-01-11 05:00:00,111.2803
2017-01-11 06:00:00,111.2793
2017-01-11 07:00:00,112.5205
2017-01-11 08:00:00,111.04
2017-01-11 09:00:00,108.28
2017-01-11 10:00:00,111.52
2017-01-11 11:00:00,131.04
2017-01-11 12:00:00,141.04
2017-01-11 13:00:00,155.28
2017-01-11 14:00:00,149.8
2017-01-11 15:00:00,154.04
2017-01-11 16:00:00,152.04
2017-01-11 17:00:00,152.04
2017-01-11 18:00:00,147.04
2017-01-11 19:00:00,126.8
2017-01-11 20:00:00,122.04
2017-01-11 21:00:00,121.04
2017-01-11 22:00:00,123.04
2017-01-11 23:00:00,124.04
2017-01-12 00:00:00,123.04
2017-01-12 01:00:00,127.04
2017-01-12 02:00:00,125.7598
2017-01-12 03:00:00,121.5195
2017-01-12 04:00:00,121.0401
2017-01-12 05:00:00,121.8008
2017-01-12 06:00:00,121.04
2017-01-12 07:00:00,125.2793
2017-01-12 08:00:00,126.04
2017-01-12 09:00:00,119.5205
2017-01-12 10:00:00,118.279
2017-01-12 11:00:00,143.281
2017-01-12 12:00:00,149.04
2017-01-12 13:00:00,153.04
2017-01-12 14:00:00,156.799
2017-01-12 15:00:00,156.041
2017-01-12 16:00:00,143.04
2017-01-12 17:00:00,145.04
2017-01-12 18:00:00,144.04
2017-01-12 19:00:00,146.04
2017-01-12 20:00:00,146.799
2017-01-12 21:00:00,142.041
2017-01-12 22:00:00,134.799
2017-01-12 23:00:00,136.04
2017-01-13 00:00:00,136.04
2017-01-13 01:00:00,135.04
2017-01-13 02:00:00,121.0401
2017-01-13 03:00:00,117.04
2017-01-13 04:00:00,115.7998
2017-01-13 05:00:00,116.0401
2017-01-13 06:00:00,115.04
2017-01-13 07:00:00,119.04
2017-01-13 08:00:00,118.0401
2017-01-13 09:00:00,118.0399
2017-01-13 10:00:00,124.04
2017-01-13 11:00:00,141.04
2017-01-13 12:00:00,144.8
2017-01-13 13:00:00,148.04
